Datetime,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,CO(GT)_scaled,NO2(GT)_scaled,NOx(GT)_scaled,C6H6(GT)_scaled,pollution_score,hour,hour_weight,contextual_pollution_score,multi_pollutant_exposure,risk_level,exposure_trend,rising_exposure,high_exposure_flag,persistent_high_exposure,dominant_pollutant,alert,recommendation
2004-11-13 20:00:00,2.3,1075.0,275.0,9.1,943.0,296.0,752.0,142.0,1305.0,894.0,17.2,51.5,1.0015,0.18644067796610167,0.41420118343195267,0.1990521327014218,0.14150943396226415,0.23754741921562694,20,1.4,0.3325663869018777,1.652691454022463,Very High,0.055308264145247366,True,True,True,NO2,HIGH: Persistent accumulated exposure,Persistent high exposure mainly caused by NO2. Reduce exposure and avoid unnecessary outdoor movement.
2004-11-13 21:00:00,1.7,927.0,275.0,4.7,748.0,205.0,888.0,113.0,1157.0,696.0,15.9,54.9,0.9853,0.13559322033898302,0.32840236686390534,0.13744075829383887,0.07232704402515723,0.1716041561961624,21,1.4,0.24024581867462735,1.6823124255829955,Very High,0.02962097156053245,True,True,True,NO2,HIGH: Persistent accumulated exposure,Persistent high exposure mainly caused by NO2. Reduce exposure and avoid unnecessary outdoor movement.
2004-11-13 22:00:00,0.8,793.0,275.0,1.8,570.0,95.0,1143.0,59.0,1036.0,524.0,14.0,55.2,0.8807,0.059322033898305086,0.16863905325443787,0.06296547054840892,0.026729559748427674,0.08104365306988875,22,1.0,0.08104365306988875,1.515561617771476,High,-0.16675080781151963,False,False,True,NO2,HIGH: Persistent accumulated exposure,Persistent high exposure mainly caused by NO2. Reduce exposure and avoid unnecessary outdoor movement.
2004-11-13 23:00:00,0.8,796.0,275.0,2.1,589.0,93.0,1136.0,52.0,1026.0,506.0,13.3,53.0,0.8044,0.059322033898305086,0.14792899408284024,0.06161137440758294,0.031446540880503145,0.07647101046819796,23,1.0,0.07647101046819796,1.2763089082558579,High,-0.23925270951561806,False,False,False,NO2,NORMAL,Air quality exposure is acceptable.
2004-11-14 00:00:00,0.8,780.0,275.0,1.8,568.0,100.0,1190.0,57.0,997.0,453.0,11.9,55.5,0.7711,0.059322033898305086,0.16272189349112426,0.06635071090047392,0.026729559748427674,0.0804106732170766,0,0.8,0.06432853857366128,1.068597725025061,High,-0.20771118323079696,False,False,False,NO2,NORMAL,Air quality exposure is acceptable.
2004-11-14 01:00:00,0.8,774.0,275.0,1.8,569.0,100.0,1222.0,58.0,984.0,434.0,11.4,54.6,0.7363,0.059322033898305086,0.16568047337278105,0.06635071090047392,0.026729559748427674,0.0811503181874908,1,0.8,0.06492025454999265,0.8595756622382459,Moderate,-0.209022062786815,False,False,False,NO2,NORMAL,Air quality exposure is acceptable.
2004-11-14 02:00:00,0.6,718.0,275.0,1.0,500.0,63.0,1401.0,44.0,914.0,373.0,10.4,53.7,0.6749,0.0423728813559322,0.1242603550295858,0.04129993229519296,0.014150943396226415,0.056932124917219634,2,0.8,0.04554569993377571,0.5725549752701439,Low,-0.287020686968102,False,False,False,NO2,NORMAL,Air quality exposure is acceptable.
2004-11-14 03:00:00,0.4,705.0,275.0,0.8,478.0,49.5,1546.0,35.0,885.0,330.0,9.9,54.3,0.6609,0.025423728813559324,0.09763313609467456,0.03215978334461747,0.011006289308176102,0.04227660636552602,3,0.8,0.03382128509242082,0.3661304416879374,Low,-0.20642453358220647,False,False,False,NO2,NORMAL,Air quality exposure is acceptable.
2004-11-14 04:00:00,0.3,689.0,275.0,0.7,470.0,36.0,1643.0,26.0,863.0,305.0,9.8,51.3,0.6225,0.016949152542372878,0.07100591715976332,0.023019634394041977,0.009433962264150943,0.030477926103993375,4,0.8,0.0243823408831947,0.30946912950124333,Low,-0.05666131218669407,False,False,False,NO2,NORMAL,Air quality exposure is acceptable.
2004-11-14 05:00:00,0.3,678.0,275.0,0.4,427.0,24.0,1771.0,20.0,853.0,286.0,9.5,52.2,0.6198,0.016949152542372878,0.05325443786982248,0.014895057549085985,0.004716981132075472,0.023065515843854075,5,0.8,0.01845241267508326,0.25145053170812864,Low,-0.05801859779311469,False,False,False,NO2,NORMAL,Air quality exposure is acceptable.
2004-11-14 06:00:00,0.2,655.0,275.0,0.2,402.0,20.0,2077.0,17.0,814.0,268.0,10.0,45.7,0.5598,0.00847457627118644,0.04437869822485207,0.012186865267433986,0.0015723270440251573,0.016998229163232476,6,1.0,0.016998229163232476,0.20412022229769983,Low,-0.04733030941042882,False,False,False,NO2,NORMAL,Air quality exposure is acceptable.
2004-11-14 07:00:00,0.2,649.0,275.0,0.2,397.0,25.0,2062.0,21.0,798.0,261.0,10.2,41.9,0.5209,0.00847457627118644,0.056213017751479286,0.015572105619498983,0.0015723270440251573,0.02080311913290553,7,1.3,0.02704405487277719,0.16624402262048438,Low,-0.03787619967721545,False,False,False,NO2,NORMAL,Air quality exposure is acceptable.
2004-11-14 08:00:00,0.3,647.0,275.0,0.3,412.0,39.0,1964.0,29.0,779.0,274.0,10.6,36.1,0.4624,0.016949152542372878,0.07988165680473372,0.025050778605280974,0.003144654088050314,0.0319467854328256,8,1.3,0.04153082106267328,0.16222914374938194,Low,-0.00401487887110244,False,False,False,NO2,NORMAL,Air quality exposure is acceptable.
2004-11-14 09:00:00,0.3,667.0,275.0,0.4,429.0,57.0,1793.0,39.0,790.0,291.0,10.7,36.0,0.4623,0.016949152542372878,0.10946745562130177,0.037237643872714964,0.004716981132075472,0.04270441686263114,9,1.3,0.05551574192142049,0.18392360057838164,Low,0.021694456828999703,True,False,False,NO2,NORMAL,Air quality exposure is acceptable.
2004-11-14 10:00:00,0.4,669.0,275.0,0.5,444.0,59.0,1664.0,41.0,791.0,304.0,10.8,35.4,0.4583,0.025423728813559324,0.11538461538461538,0.03859174001354096,0.006289308176100629,0.04737906912882701,10,1.3,0.061592789867475115,0.22113404956266203,Low,0.037210448984280386,True,False,False,NO2,NORMAL,Air quality exposure is acceptable.
2004-11-14 11:00:00,0.4,667.0,275.0,0.6,455.0,65.0,1716.0,44.0,786.0,301.0,11.4,32.9,0.4435,0.025423728813559324,0.1242603550295858,0.04265402843601896,0.007861635220125786,0.05092804155449414,11,1.0,0.05092804155449414,0.2536096784420729,Low,0.032475628879410856,True,False,False,NO2,NORMAL,Air quality exposure is acceptable.
2004-11-14 12:00:00,0.6,705.0,275.0,1.1,508.0,93.0,1494.0,54.0,820.0,329.0,12.4,32.0,0.4583,0.0423728813559322,0.15384615384615383,0.06161137440758294,0.015723270440251576,0.06972090055826417,12,1.0,0.06972090055826417,0.3063323498371046,Low,0.05272267139503173,True,False,False,NO2,NORMAL,Air quality exposure is acceptable.
2004-11-14 13:00:00,0.6,710.0,275.0,1.2,523.0,112.0,1479.0,62.0,827.0,350.0,12.4,31.3,0.45,0.0423728813559322,0.17751479289940827,0.07447528774542991,0.01729559748427673,0.07916850406484455,13,1.0,0.07916850406484455,0.35845679902917194,Low,0.052124449192067324,True,False,False,NO2,NORMAL,Air quality exposure is acceptable.
2004-11-14 14:00:00,0.6,713.0,275.0,1.4,539.0,110.0,1593.0,62.0,829.0,380.0,12.2,31.8,0.4514,0.0423728813559322,0.17751479289940827,0.07312119160460392,0.020440251572327043,0.07945891084724813,14,1.0,0.07945891084724813,0.3963848888137468,Low,0.03792808978457485,True,False,False,NO2,NORMAL,Air quality exposure is acceptable.
2004-11-14 15:00:00,0.5,703.0,275.0,1.1,512.0,81.0,2121.0,48.0,837.0,356.0,10.5,37.9,0.4821,0.03389830508474576,0.13609467455621302,0.05348679756262695,0.015723270440251576,0.060709513643184033,15,1.0,0.060709513643184033,0.40157866053551033,Low,0.0051937717217635515,True,False,False,NO2,NORMAL,Air quality exposure is acceptable.
2004-11-14 16:00:00,0.6,738.0,275.0,1.3,529.0,100.0,1991.0,59.0,876.0,383.0,9.6,44.2,0.5289,0.0423728813559322,0.16863905325443787,0.06635071090047392,0.01886792452830189,0.07523289035116798,16,1.0,0.07523289035116798,0.4152187610192032,Low,0.013640100483692852,True,False,False,NO2,NORMAL,Air quality exposure is acceptable.
2004-11-14 17:00:00,0.7,795.0,275.0,1.8,569.0,109.0,1773.0,63.0,959.0,429.0,8.2,57.9,0.6293,0.05084745762711864,0.1804733727810651,0.07244414353419092,0.026729559748427674,0.08382952831663514,17,1.4,0.11736133964328918,0.48165205910799824,Low,0.06643329808879506,True,False,False,NO2,NORMAL,Air quality exposure is acceptable.
2004-11-14 18:00:00,1.4,861.0,275.0,4.7,750.0,148.0,1481.0,78.0,1051.0,556.0,7.3,63.5,0.6519,0.11016949152542371,0.22485207100591714,0.09884901828029789,0.07232704402515723,0.12844152858421232,18,1.4,0.17981814001789723,0.5917492985676314,Low,0.11009723945963312,True,False,False,NO2,NORMAL,Air quality exposure is acceptable.
2004-11-14 19:00:00,1.2,836.0,275.0,3.0,653.0,207.0,1798.0,99.0,978.0,537.0,8.4,55.7,0.6155,0.09322033898305083,0.2869822485207101,0.13879485443466485,0.045597484276729564,0.1435298742891049,19,1.4,0.20094182400474686,0.7135226185075336,Moderate,0.12177331993990226,True,False,False,NO2,NORMAL,Air quality exposure is acceptable.
2004-11-14 20:00:00,1.1,812.0,275.0,3.0,652.0,210.0,1586.0,106.0,964.0,554.0,9.1,49.6,0.5765,0.0847457627118644,0.3076923076923077,0.14082599864590387,0.045597484276729564,0.14667280225345813,20,1.4,0.20534192315484137,0.8394056308151269,Moderate,0.12588301230759325,True,False,False,NO2,NORMAL,Air quality exposure is acceptable.
2004-11-14 21:00:00,1.0,771.0,275.0,2.8,642.0,180.0,1678.0,97.0,915.0,518.0,10.0,41.4,0.5102,0.07627118644067796,0.28106508875739644,0.12051455653351387,0.04245283018867924,0.1317668332926668,21,1.4,0.18447356660973352,0.9631696837816763,Moderate,0.12376405296654946,True,False,False,NO2,NORMAL,Air quality exposure is acceptable.
2004-11-14 22:00:00,0.6,711.0,275.0,1.6,556.0,109.0,1938.0,67.0,840.0,416.0,10.4,36.2,0.4561,0.0423728813559322,0.1923076923076923,0.07244414353419092,0.02358490566037736,0.08361680449932593,22,1.0,0.08361680449932593,0.9715535979298344,Moderate,0.00838391414815809,True,False,False,NO2,NORMAL,Air quality exposure is acceptable.
2004-11-14 23:00:00,0.8,741.0,275.0,2.3,607.0,128.0,1312.0,73.0,865.0,433.0,11.3,32.3,0.4329,0.059322033898305086,0.21005917159763313,0.08530805687203791,0.03459119496855346,0.09855665628061998,23,1.0,0.09855665628061998,0.9527489145671652,Moderate,-0.018804683362669272,False,False,False,NO2,NORMAL,Air quality exposure is acceptable.
2004-11-15 00:00:00,0.6,696.0,275.0,1.3,532.0,96.0,1416.0,62.0,814.0,393.0,10.9,33.5,0.4378,0.0423728813559322,0.17751479289940827,0.06364251861882193,0.01886792452830189,0.07677477719199759,0,0.8,0.06141982175359807,0.834350596302866,Moderate,-0.11839831826429914,False,False,False,NO2,NORMAL,Air quality exposure is acceptable.
2004-11-15 01:00:00,0.5,692.0,275.0,1.1,507.0,65.0,1483.0,44.0,811.0,353.0,10.6,34.9,0.4455,0.03389830508474576,0.1242603550295858,0.04265402843601896,0.015723270440251576,0.05504274147987523,1,0.8,0.044034193183900186,0.6774429654820193,Low,-0.1569076308208467,False,False,False,NO2,NORMAL,Air quality exposure is acceptable.
2004-11-15 02:00:00,0.3,679.0,275.0,0.6,449.0,42.0,1666.0,31.0,800.0,314.0,10.7,36.1,0.4639,0.016949152542372878,0.08579881656804733,0.02708192281651997,0.007861635220125786,0.03487725765287884,2,0.8,0.027901806122303075,0.5000028484494811,Low,-0.17744011703253826,False,False,False,NO2,NORMAL,Air quality exposure is acceptable.
2004-11-15 03:00:00,0.2,676.0,275.0,0.4,429.0,33.0,1750.0,26.0,803.0,296.0,11.0,37.3,0.488,0.00847457627118644,0.07100591715976332,0.020988490182802976,0.004716981132075472,0.0264843709434126,3,0.8,0.021187496754730084,0.3367167785944775,Low,-0.16328606985500355,False,False,False,NO2,NORMAL,Air quality exposure is acceptable.
2004-11-15 04:00:00,0.25,681.0,275.0,0.4,428.0,24.0,1768.0,21.0,817.0,297.0,10.7,39.2,0.5045,0.01271186440677966,0.056213017751479286,0.014895057549085985,0.004716981132075472,0.02253397437359031,4,0.8,0.01802717949887225,0.27112715359402384,Low,-0.06558962500045368,False,False,False,NO2,NORMAL,Air quality exposure is acceptable.
2004-11-15 05:00:00,0.3,683.0,275.0,0.4,426.0,28.0,1775.0,22.0,805.0,302.0,10.4,38.6,0.4862,0.016949152542372878,0.05917159763313609,0.01760324983073798,0.004716981132075472,0.025221853855095476,5,0.8,0.02017748308407638,0.19274798039748026,Low,-0.07837917319654358,False,False,False,NO2,NORMAL,Air quality exposure is acceptable.
2004-11-15 06:00:00,0.4,704.0,275.0,0.8,478.0,55.0,1498.0,41.0,821.0,348.0,10.4,37.4,0.4717,0.025423728813559324,0.11538461538461538,0.03588354773188897,0.011006289308176102,0.0476454172848291,6,1.0,0.0476454172848291,0.1789735759287113,Low,-0.013774404468768958,False,False,False,NO2,NORMAL,Air quality exposure is acceptable.
2004-11-15 07:00:00,0.7,767.0,275.0,2.0,588.0,181.0,1292.0,94.0,885.0,508.0,10.5,37.0,0.4707,0.05084745762711864,0.27218934911242604,0.12119160460392688,0.029874213836477988,0.11957431848451941,7,1.3,0.15544661402987522,0.29038599677468635,Low,0.11141242084597505,True,False,False,NO2,NORMAL,Air quality exposure is acceptable.
2004-11-15 08:00:00,2.0,964.0,275.0,8.7,928.0,480.0,871.0,167.0,1130.0,936.0,10.7,37.9,0.487,0.16101694915254236,0.4881656804733728,0.32362897765741366,0.13522012578616352,0.27829777443569204,8,1.3,0.36178710676639964,0.6242712974187828,Low,0.3338853006440965,True,False,False,NO2,NORMAL,Air quality exposure is acceptable.
2004-11-15 09:00:00,2.4,925.0,275.0,8.6,923.0,442.0,841.0,162.0,1115.0,944.0,11.1,38.1,0.5023,0.19491525423728812,0.4733727810650888,0.2979011509817197,0.13364779874213836,0.27802261903131625,9,1.3,0.36142940474071117,0.9645132054047639,Moderate,0.3402419079859811,True,False,False,NO2,NORMAL,Air quality exposure is acceptable.
2004-11-15 10:00:00,1.8,883.0,275.0,6.8,849.0,361.0,910.0,141.0,1053.0,843.0,12.6,36.6,0.5314,0.1440677966101695,0.41124260355029585,0.24306025727826674,0.10534591194968553,0.22786523658012858,10,1.3,0.2962248075541672,1.242710833460059,High,0.278197628055295,True,False,False,NO2,NORMAL,Air quality exposure is acceptable.
2004-11-15 11:00:00,1.6,894.0,275.0,6.2,820.0,288.0,932.0,127.0,1072.0,820.0,13.8,36.2,0.569,0.1271186440677966,0.3698224852071006,0.19363574813811782,0.0959119496855346,0.1981825414937505,11,1.0,0.1981825414937505,1.420715891869733,High,0.17800505840967396,True,False,False,NO2,NORMAL,Air quality exposure is acceptable.
2004-11-15 12:00:00,1.7,881.0,275.0,6.4,831.0,330.0,911.0,116.0,1074.0,793.0,13.4,37.1,0.5683,0.13559322033898302,0.33727810650887574,0.22207176709546378,0.09905660377358491,0.20032675525749677,12,1.0,0.20032675525749677,1.5733972298424006,Very High,0.1526813379726677,True,True,False,NO2,HIGH: Exposure is increasing,"Exposure is rising, mainly caused by NO2. Monitor conditions closely and limit prolonged exposure."
2004-11-15 13:00:00,1.8,867.0,275.0,6.7,842.0,300.0,909.0,104.0,1077.0,737.0,13.5,34.9,0.5393,0.1440677966101695,0.3017751479289941,0.2017603249830738,0.10377358490566038,0.1898589241921999,13,1.0,0.1898589241921999,1.6078095400047254,Very High,0.03441231016232482,True,True,True,NO2,HIGH: Persistent accumulated exposure,Persistent high exposure mainly caused by NO2. Reduce exposure and avoid unnecessary outdoor movement.
2004-11-15 14:00:00,1.7,856.0,275.0,6.2,821.0,239.0,937.0,111.0,1043.0,718.0,13.7,32.2,0.5032,0.13559322033898302,0.32248520710059175,0.16046039268788084,0.0959119496855346,0.18059675598591995,14,1.0,0.18059675598591995,1.4266191892242457,High,-0.18119035078047974,False,False,True,NO2,HIGH: Persistent accumulated exposure,Persistent high exposure mainly caused by NO2. Reduce exposure and avoid unnecessary outdoor movement.
2004-11-15 15:00:00,1.7,862.0,275.0,6.7,843.0,265.0,930.0,114.0,1032.0,743.0,13.6,32.1,0.4977,0.13559322033898302,0.33136094674556216,0.17806364251861884,0.10377358490566038,0.18878883039887223,15,1.0,0.18878883039887223,1.2539786148824068,High,-0.17264057434183888,False,False,False,NO2,NORMAL,Air quality exposure is acceptable.
2004-11-15 16:00:00,1.7,891.0,275.0,7.8,891.0,287.0,874.0,121.0,1077.0,848.0,13.5,31.8,0.4876,0.13559322033898302,0.3520710059171598,0.1929587000677048,0.12106918238993711,0.20114922907589847,16,1.0,0.20114922907589847,1.158903036404138,High,-0.09507557847826886,False,False,False,NO2,NORMAL,Air quality exposure is acceptable.
2004-11-15 17:00:00,2.6,931.0,275.0,11.5,1032.0,403.0,795.0,164.0,1098.0,991.0,13.5,27.9,0.4287,0.211864406779661,0.47928994082840237,0.27149627623561273,0.1792452830188679,0.28710493290367567,17,1.4,0.40194690606514594,1.3626674009755335,High,0.20376436457139557,True,False,False,NO2,MODERATE: Short-term pollution spike,Short-term pollution spike mainly caused by NO2. Monitor air quality and avoid prolonged exposure.
2004-11-15 18:00:00,4.0,1025.0,275.0,16.7,1202.0,515.0,691.0,194.0,1263.0,1191.0,12.7,28.9,0.4233,0.3305084745762712,0.5680473372781064,0.34732566012186866,0.2610062893081761,0.38019704958451034,18,1.4,0.5322758694183144,1.694616515136351,Very High,0.3319491141608175,True,True,False,NO2,HIGH: Exposure is increasing,"Exposure is rising, mainly caused by NO2. Monitor conditions closely and limit prolonged exposure."
2004-11-15 19:00:00,3.8,1029.0,275.0,16.6,1198.0,446.0,694.0,175.0,1305.0,1169.0,12.6,30.2,0.4384,0.3135593220338983,0.5118343195266272,0.3006093432633717,0.25943396226415094,0.34906550476049936,19,1.4,0.4886917066646991,1.99344929760885,Very High,0.298832782472499,True,True,True,NO2,CRITICAL: Persistent exposure and current pollution spike,"Critical risk mainly caused by NO2. Avoid outdoor activity, close windows, and activate air purification."
2004-11-15 20:00:00,4.0,1038.0,275.0,16.3,1190.0,501.0,685.0,180.0,1291.0,1167.0,12.3,32.0,0.4553,0.3305084745762712,0.5266272189349112,0.3378469871360867,0.25471698113207547,0.36621449011704593,20,1.4,0.5127002861638643,2.3255528277867947,Very High,0.3321035301779447,True,True,True,NO2,CRITICAL: Persistent exposure and current pollution spike,"Critical risk mainly caused by NO2. Avoid outdoor activity, close windows, and activate air purification."
2004-11-15 21:00:00,2.4,904.0,275.0,8.6,924.0,355.0,846.0,147.0,1083.0,966.0,12.0,34.3,0.4787,0.19491525423728812,0.4289940828402367,0.23899796885578875,0.13364779874213836,0.2522021489436205,21,1.4,0.35308300852106866,2.489847005908991,Very High,0.1642941781221965,True,True,True,NO2,HIGH: Persistent accumulated exposure,Persistent high exposure mainly caused by NO2. Reduce exposure and avoid unnecessary outdoor movement.
2004-11-15 22:00:00,1.4,844.0,275.0,5.4,782.0,217.0,969.0,112.0,1003.0,796.0,11.6,37.3,0.5095,0.11016949152542371,0.3254437869822485,0.14556533513879485,0.08333333333333334,0.1674697946545546,22,1.0,0.1674697946545546,2.456167571487647,Very High,-0.03367943442134402,False,True,True,NO2,HIGH: Persistent accumulated exposure,Persistent high exposure mainly caused by NO2. Reduce exposure and avoid unnecessary outdoor movement.
2004-11-15 23:00:00,1.3,839.0,275.0,4.0,711.0,180.0,1029.0,94.0,990.0,712.0,11.3,40.3,0.5406,0.10169491525423728,0.27218934911242604,0.12051455653351387,0.06132075471698113,0.14094860193115238,23,1.0,0.14094860193115238,2.195169267353654,Very High,-0.2609983041339934,False,True,True,NO2,HIGH: Persistent accumulated exposure,Persistent high exposure mainly caused by NO2. Reduce exposure and avoid unnecessary outdoor movement.
2004-11-16 00:00:00,1.3,844.0,275.0,3.9,705.0,167.0,1035.0,91.0,986.0,701.0,11.3,41.8,0.561,0.10169491525423728,0.26331360946745563,0.11171293161814488,0.059748427672955975,0.1362147953822625,0,0.8,0.10897183630581,1.7718652342411492,Very High,-0.42330403311250464,False,True,True,NO2,HIGH: Persistent accumulated exposure,Persistent high exposure mainly caused by NO2. Reduce exposure and avoid unnecessary outdoor movement.
2004-11-16 01:00:00,1.0,800.0,275.0,2.8,641.0,126.0,1113.0,76.0,957.0,591.0,11.2,42.0,0.5582,0.07627118644067796,0.21893491124260353,0.0839539607312119,0.04245283018867924,0.10709413996339309,1,0.8,0.08567531197071449,1.3688488395471647,High,-0.4030163946939844,False,False,True,NO2,HIGH: Persistent accumulated exposure,Persistent high exposure mainly caused by NO2. Reduce exposure and avoid unnecessary outdoor movement.
2004-11-16 02:00:00,0.8,786.0,275.0,2.2,596.0,113.0,1178.0,73.0,937.0,609.0,11.0,42.6,0.5595,0.059322033898305086,0.21005917159763313,0.07515233581584292,0.03301886792452831,0.0957032606077662,2,0.8,0.07656260848621296,0.9327111618695133,Moderate,-0.43613767767765144,False,False,False,NO2,NORMAL,Air quality exposure is acceptable.
2004-11-16 03:00:00,0.6,737.0,275.0,0.9,492.0,75.0,1391.0,52.5,880.0,467.0,11.2,41.3,0.5498,0.0423728813559322,0.14940828402366862,0.04942450914014895,0.012578616352201259,0.06493578596817431,3,0.8,0.05194862877453946,0.6315767821229841,Low,-0.30113437974652923,False,False,False,NO2,NORMAL,Air quality exposure is acceptable.
2004-11-16 04:00:00,0.4,732.0,275.0,0.7,472.0,37.0,1461.0,32.0,866.0,391.0,11.1,40.8,0.5395,0.025423728813559324,0.08875739644970414,0.023696682464454975,0.009433962264150943,0.03762743082543776,4,0.8,0.03010194466035021,0.49420893212877975,Low,-0.13736784999420432,False,False,False,NO2,NORMAL,Air quality exposure is acceptable.
2004-11-16 05:00:00,0.5,737.0,275.0,0.7,468.0,50.0,1481.0,40.0,869.0,395.0,10.7,41.8,0.536,0.03389830508474576,0.11242603550295857,0.03249830737982397,0.009433962264150943,0.04828736969894955,5,0.8,0.03862989575915964,0.391890225956787,Low,-0.10231870617199273,False,False,False,NO2,NORMAL,Air quality exposure is acceptable.
2004-11-16 06:00:00,0.5,778.0,275.0,1.2,517.0,96.0,1330.0,63.0,890.0,510.0,10.2,43.6,0.5405,0.03389830508474576,0.1804733727810651,0.06364251861882193,0.01729559748427673,0.07465758387225083,6,1.0,0.07465758387225083,0.3575759735232278,Low,-0.034314252433559234,False,False,False,NO2,NORMAL,Air quality exposure is acceptable.
2004-11-16 07:00:00,0.9,867.0,275.0,3.3,669.0,271.0,1069.0,119.0,981.0,779.0,10.1,44.0,0.5434,0.06779661016949153,0.34615384615384615,0.18212593094109683,0.05031446540880503,0.1624718204063442,7,1.3,0.21121336652824746,0.48311402808076076,Low,0.12553805455753297,True,False,False,NO2,NORMAL,Air quality exposure is acceptable.
2004-11-16 08:00:00,3.5,1248.0,275.0,16.6,1197.0,892.0,641.0,202.0,1405.0,1395.0,10.1,45.6,0.5632,0.288135593220339,0.5917159763313609,0.6025727826675693,0.25943396226415094,0.4368996601686644,8,1.3,0.5679695582192638,0.9745209778138115,Moderate,0.49140694973305077,True,False,False,NOx,MODERATE: Short-term pollution spike,Short-term pollution spike mainly caused by NOx. Monitor air quality and avoid prolonged exposure.
2004-11-16 09:00:00,5.2,1389.0,275.0,26.3,1463.0,1071.0,518.0,222.0,1694.0,1706.0,11.3,43.9,0.5867,0.4322033898305085,0.650887573964497,0.7237643872714962,0.4119496855345912,0.555713944365069,9,1.3,0.7224281276745897,1.6450004767138617,Very High,0.6704794989000502,True,True,False,NOx,HIGH: Exposure is increasing,"Exposure is rising, mainly caused by NOx. Monitor conditions closely and limit prolonged exposure."
2004-11-16 10:00:00,4.3,1184.0,275.0,16.4,1193.0,839.0,626.0,212.0,1327.0,1479.0,14.5,33.8,0.5541,0.3559322033898305,0.621301775147929,0.5666892349356804,0.2562893081761006,0.4550352751730716,10,1.3,0.591545857724993,2.206444389778505,Very High,0.5614439130646431,True,True,True,NO2,CRITICAL: Persistent exposure and current pollution spike,"Critical risk mainly caused by NO2. Avoid outdoor activity, close windows, and activate air purification."
2004-11-16 11:00:00,3.5,1160.0,275.0,15.5,1165.0,713.0,655.0,219.0,1325.0,1403.0,17.5,26.4,0.5228,0.288135593220339,0.6420118343195266,0.4813811780636425,0.24213836477987422,0.4157166040178688,11,1.0,0.4157166040178688,2.583531098037214,Very High,0.37708670825870927,True,True,True,NO2,CRITICAL: Persistent exposure and current pollution spike,"Critical risk mainly caused by NO2. Avoid outdoor activity, close windows, and activate air purification."
2004-11-16 12:00:00,2.6,982.0,275.0,10.7,1003.0,498.0,1037.0,189.0,1117.0,1072.0,17.2,22.4,0.4354,0.211864406779661,0.5532544378698224,0.3358158429248477,0.16666666666666666,0.3191602255658992,12,1.0,0.3191602255658992,2.828033739730862,Very High,0.24450264169364777,True,True,True,NO2,HIGH: Persistent accumulated exposure,Persistent high exposure mainly caused by NO2. Reduce exposure and avoid unnecessary outdoor movement.
2004-11-16 13:00:00,2.5,948.0,275.0,11.1,1017.0,389.0,1065.0,147.0,1077.0,929.0,17.3,20.4,0.4011,0.20338983050847456,0.4289940828402367,0.26201760324983076,0.17295597484276728,0.2683610656436127,13,1.0,0.2683610656436127,2.8851814388462276,Very High,0.05714769911536566,True,True,True,NO2,HIGH: Persistent accumulated exposure,Persistent high exposure mainly caused by NO2. Reduce exposure and avoid unnecessary outdoor movement.
2004-11-16 14:00:00,2.8,1017.0,275.0,11.7,1039.0,457.0,769.0,161.0,1149.0,1024.0,18.1,21.0,0.4321,0.22881355932203387,0.47041420118343197,0.3080568720379147,0.18238993710691823,0.29973982352333045,14,1.0,0.29973982352333045,2.616951704150294,Very High,-0.2682297346959337,False,True,True,NO2,HIGH: Persistent accumulated exposure,Persistent high exposure mainly caused by NO2. Reduce exposure and avoid unnecessary outdoor movement.
2004-11-16 15:00:00,2.2,985.0,275.0,10.9,1011.0,425.0,779.0,148.0,1138.0,1010.0,17.9,22.3,0.4537,0.17796610169491525,0.43195266272189353,0.2863913337846987,0.169811320754717,0.26693809378606603,15,1.0,0.26693809378606603,2.16146167026177,Very High,-0.4554900338885237,False,True,True,NO2,HIGH: Persistent accumulated exposure,Persistent high exposure mainly caused by NO2. Reduce exposure and avoid unnecessary outdoor movement.
2004-11-16 16:00:00,2.4,1017.0,275.0,11.4,1029.0,483.0,768.0,148.0,1160.0,1046.0,17.6,23.7,0.473,0.19491525423728812,0.43195266272189353,0.3256601218686527,0.17767295597484278,0.2834123636137916,16,1.0,0.2834123636137916,1.853328176150569,Very High,-0.30813349411120106,False,True,True,NO2,HIGH: Persistent accumulated exposure,Persistent high exposure mainly caused by NO2. Reduce exposure and avoid unnecessary outdoor movement.
2004-11-16 17:00:00,3.5,1121.0,275.0,16.3,1190.0,604.0,673.0,188.0,1297.0,1264.0,16.7,25.9,0.4886,0.288135593220339,0.5502958579881656,0.4075829383886256,0.25471698113207547,0.37685377328671454,17,1.4,0.5275952826014003,1.9652068547341006,Very High,0.11187867858353151,True,True,True,NO2,CRITICAL: Persistent exposure and current pollution spike,"Critical risk mainly caused by NO2. Avoid outdoor activity, close windows, and activate air purification."
2004-11-16 18:00:00,4.2,1129.0,275.0,18.5,1255.0,648.0,634.0,206.0,1370.0,1365.0,14.8,29.6,0.4965,0.3474576271186441,0.6035502958579881,0.43737305348679756,0.2893081761006289,0.4223297606919154,18,1.4,0.5912616649686815,2.2373082941368825,Very High,0.27210143940278186,True,True,True,NO2,CRITICAL: Persistent exposure and current pollution spike,"Critical risk mainly caused by NO2. Avoid outdoor activity, close windows, and activate air purification."
